employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
41904,Sales & Marketing,region_16,Bachelor's,m,other,1,35,4,9,0,0,93,1
37149,Technology,region_10,Bachelor's,f,other,1,28,3,3,0,0,83,0
47701,Analytics,region_7,Master's & above,m,other,2,38,3,6,1,0,85,0
12684,Technology,region_17,Bachelor's,m,other,1,26,5,4,1,0,84,1
35597,Finance,region_32,Bachelor's,f,other,1,27,5,4,1,0,60,0
71079,Analytics,region_30,,m,sourcing,1,28,2,2,0,0,84,0
39621,Sales & Marketing,region_2,,m,other,1,25,1,3,0,0,53,0
4608,Sales & Marketing,region_15,,m,other,1,35,5,9,0,0,47,0
74396,Operations,region_7,Bachelor's,f,other,1,40,3,7,0,0,61,0
52521,Technology,region_31,Bachelor's,f,other,2,29,4,2,1,0,80,0
65966,Technology,region_31,Bachelor's,m,other,1,43,3,5,0,0,76,0
21857,Procurement,region_2,Bachelor's,f,other,1,50,1,19,1,0,68,0
77931,Technology,region_15,Bachelor's,m,sourcing,1,28,1,3,0,0,77,0
23446,Sales & Marketing,region_22,Bachelor's,m,other,2,25,3,3,0,0,50,0
4027,Finance,region_14,Bachelor's,m,sourcing,1,29,5,6,1,0,59,0
77653,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,25,5,3,0,0,51,0
19479,Sales & Marketing,region_9,Bachelor's,m,other,1,33,2,6,0,0,52,0
60312,Analytics,region_21,Bachelor's,m,other,1,28,3,2,0,0,81,0
40131,Analytics,region_22,Bachelor's,m,sourcing,1,26,3,2,1,0,84,0
66117,Operations,region_22,Master's & above,m,sourcing,2,43,5,16,1,0,59,0
40491,HR,region_16,Bachelor's,f,sourcing,1,33,2,7,0,0,48,0
40420,Operations,region_2,Master's & above,m,sourcing,1,40,3,10,1,0,60,0
74977,Analytics,region_2,Bachelor's,m,other,1,37,3,4,1,0,88,0
10609,Operations,region_32,Bachelor's,m,other,1,30,5,4,1,0,53,0
40048,Finance,region_26,Bachelor's,m,sourcing,1,23,1,2,0,0,59,0
72688,Sales & Marketing,region_15,Master's & above,m,other,1,28,1,4,0,0,50,0
71136,Finance,region_22,Bachelor's,m,other,1,27,3,3,1,0,58,0
70809,Sales & Marketing,region_28,Master's & above,m,other,2,36,3,3,0,0,65,1
37592,Operations,region_27,Bachelor's,f,other,1,28,,1,0,0,61,0
67447,Sales & Marketing,region_7,Bachelor's,f,other,1,33,2,6,0,0,54,0
1869,Technology,region_2,Bachelor's,m,sourcing,6,31,3,9,0,0,81,0
56723,Sales & Marketing,region_26,Bachelor's,f,other,1,30,2,2,0,0,47,0
24790,Operations,region_2,Master's & above,f,sourcing,1,40,5,5,0,0,55,0
22048,Technology,region_2,Bachelor's,m,other,1,40,1,9,0,0,82,0
13919,Operations,region_22,Master's & above,m,referred,1,36,3,4,0,0,55,0
49128,Technology,region_7,Bachelor's,m,other,1,35,1,8,0,0,81,0
2365,Analytics,region_2,Bachelor's,m,sourcing,2,33,3,6,1,0,83,0
10895,Sales & Marketing,region_2,Master's & above,m,other,1,37,3,6,0,0,46,0
49441,Sales & Marketing,region_22,Master's & above,f,other,1,40,3,3,0,0,49,0
50083,Sales & Marketing,region_5,Bachelor's,m,other,1,42,5,13,1,0,49,0
7027,Technology,region_17,Bachelor's,m,sourcing,1,27,,1,1,0,79,0
6592,Sales & Marketing,region_28,Master's & above,f,other,1,34,5,8,0,0,52,0
8750,Finance,region_22,Master's & above,m,sourcing,1,34,4,7,1,0,59,0
56722,Sales & Marketing,region_1,Master's & above,m,other,1,36,5,4,1,0,47,1
71990,Analytics,region_22,Bachelor's,m,sourcing,1,23,,1,0,0,85,0
65368,Operations,region_2,Bachelor's,m,other,1,31,4,4,1,0,62,0
48895,Operations,region_22,Bachelor's,m,other,2,34,5,2,1,0,61,0
31053,Sales & Marketing,region_27,Bachelor's,m,other,1,36,2,10,0,1,51,0
75358,Analytics,region_27,Bachelor's,m,sourcing,1,32,4,4,0,0,83,0
23456,Sales & Marketing,region_7,Bachelor's,f,other,1,34,5,8,0,0,49,0
69289,Procurement,region_7,Bachelor's,f,sourcing,1,41,5,6,1,0,68,0
71849,Sales & Marketing,region_15,Master's & above,m,other,3,38,1,5,0,0,52,0
68547,Operations,region_15,Master's & above,m,sourcing,1,48,5,21,1,0,63,1
9779,Sales & Marketing,region_2,Bachelor's,m,referred,1,32,4,3,0,0,69,1
58580,Operations,region_29,Bachelor's,m,sourcing,1,34,3,2,0,0,62,0
42764,HR,region_7,Master's & above,f,other,1,45,3,16,0,0,60,0
66057,HR,region_2,Master's & above,m,sourcing,1,56,3,18,0,0,49,0
22876,Sales & Marketing,region_7,Bachelor's,m,other,1,31,2,4,0,0,52,0
65705,Sales & Marketing,region_13,Master's & above,f,other,1,33,3,9,0,0,47,0
60003,Sales & Marketing,region_2,Bachelor's,m,other,2,32,4,4,0,0,49,0
13024,Operations,region_2,Master's & above,f,sourcing,1,48,3,7,1,0,58,1
22815,Sales & Marketing,region_2,Bachelor's,m,sourcing,3,31,2,3,1,0,48,0
58032,Sales & Marketing,region_32,Bachelor's,m,other,2,34,3,9,0,0,50,0
5044,Legal,region_7,Bachelor's,f,other,1,32,3,4,0,0,61,0
72339,Analytics,region_32,Bachelor's,m,other,1,32,2,6,1,1,84,0
72479,Operations,region_33,Bachelor's,m,other,1,33,3,5,1,1,60,0
34406,Sales & Marketing,region_2,Master's & above,m,sourcing,1,33,3,7,1,0,45,0
64649,Operations,region_27,,m,sourcing,1,26,3,3,0,0,59,0
63273,Operations,region_8,Bachelor's,m,other,1,27,3,3,0,0,61,0
42352,Operations,region_15,Master's & above,m,sourcing,1,39,5,6,1,0,63,0
24502,HR,region_2,Bachelor's,m,other,1,24,3,2,0,0,50,0
6220,Operations,region_22,,m,other,1,29,5,4,0,0,63,0
39339,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,54,1,17,0,0,47,0
2893,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,33,1,2,1,0,48,0
56818,Technology,region_2,Master's & above,m,other,1,39,5,10,1,0,78,1
36082,Analytics,region_2,Master's & above,m,sourcing,1,41,3,10,0,0,82,0
45371,Procurement,region_31,Bachelor's,f,other,1,33,4,9,0,0,69,0
63419,Procurement,region_2,Bachelor's,f,other,1,36,1,9,0,0,68,0
50805,Sales & Marketing,region_13,Bachelor's,m,other,1,47,3,6,0,0,47,0
24791,Sales & Marketing,region_4,Bachelor's,m,other,1,28,,1,0,0,50,0
6703,HR,region_2,Below Secondary,m,sourcing,1,21,5,2,0,0,50,0
15686,Operations,region_17,Bachelor's,m,other,1,33,2,8,0,0,56,0
59106,Operations,region_14,Master's & above,m,sourcing,1,49,5,15,0,0,69,0
48503,Operations,region_2,Bachelor's,m,other,1,48,4,18,0,0,59,0
22734,Procurement,region_12,Bachelor's,m,other,1,33,5,7,0,1,84,1
45129,Procurement,region_7,Bachelor's,f,other,1,31,3,4,1,0,73,0
55252,Sales & Marketing,region_6,Bachelor's,m,other,1,35,2,8,0,0,47,0
72006,Operations,region_28,Bachelor's,f,other,2,37,3,13,0,0,56,0
17224,HR,region_2,Bachelor's,f,other,1,39,4,9,0,0,52,0
845,Sales & Marketing,region_1,Master's & above,m,other,1,34,5,3,1,0,53,0
77570,Analytics,region_2,Bachelor's,m,other,1,42,3,3,0,0,84,0
76424,Procurement,region_7,Bachelor's,f,other,1,29,3,3,0,0,74,0
12191,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,28,,1,1,0,52,0
12414,Analytics,region_27,Bachelor's,m,other,1,27,2,2,0,0,86,0
21930,Operations,region_2,Master's & above,f,referred,1,43,5,6,0,0,58,0
45793,Technology,region_23,Bachelor's,m,sourcing,2,32,3,5,1,0,84,0
16346,Analytics,region_25,Master's & above,m,sourcing,1,34,3,7,0,0,84,0
26630,Operations,region_2,Bachelor's,m,other,1,43,3,7,0,0,60,0
23818,Operations,region_22,Master's & above,m,sourcing,1,60,3,18,1,0,63,0
21455,Technology,region_22,Bachelor's,m,sourcing,2,30,4,8,0,0,81,0
64234,Operations,region_4,Master's & above,f,sourcing,1,45,5,7,1,0,62,1
68117,R&D,region_25,Master's & above,m,other,1,30,5,3,1,0,90,0
28695,Operations,region_19,Bachelor's,m,other,2,33,2,4,0,0,57,0
57677,Analytics,region_22,Bachelor's,m,sourcing,3,27,3,2,1,0,90,1
38428,Technology,region_5,Master's & above,f,other,1,32,5,5,0,0,95,1
72666,Sales & Marketing,region_31,Bachelor's,m,other,1,42,5,5,0,0,43,0
61039,Sales & Marketing,region_7,Master's & above,m,sourcing,2,34,4,3,0,0,67,1
12597,Sales & Marketing,region_2,Bachelor's,m,other,1,34,3,7,1,0,50,0
66989,Operations,region_2,Bachelor's,m,sourcing,2,33,5,2,0,0,60,0
31945,Operations,region_32,Bachelor's,f,sourcing,1,29,1,2,0,0,57,0
59077,Procurement,region_27,Master's & above,f,other,1,43,2,15,1,0,67,1
2867,Operations,region_31,Bachelor's,m,sourcing,1,28,3,3,0,0,60,0
61262,Analytics,region_2,Bachelor's,m,other,1,34,5,7,1,0,82,0
29279,Operations,region_22,Master's & above,m,other,3,35,4,7,0,0,57,0
1656,Operations,region_2,Bachelor's,m,other,1,56,5,24,0,0,55,0
6923,Operations,region_32,Bachelor's,m,other,2,30,3,3,0,0,60,0
76946,Analytics,region_9,Bachelor's,m,other,2,27,3,4,0,0,80,0
50207,Sales & Marketing,region_6,Bachelor's,m,other,1,40,3,7,0,0,50,0
36366,Sales & Marketing,region_2,Bachelor's,f,other,1,37,3,5,0,0,51,0
12527,Operations,region_15,Bachelor's,m,other,1,32,4,6,1,0,58,0
28965,Procurement,region_2,Bachelor's,m,sourcing,1,34,5,7,0,0,66,0
68116,Sales & Marketing,region_2,Bachelor's,m,other,2,30,5,2,1,0,49,0
60662,Procurement,region_2,Bachelor's,f,other,2,36,4,4,1,0,67,0
3706,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,33,3,4,0,1,62,1
9177,Sales & Marketing,region_2,,m,sourcing,1,38,2,3,1,0,49,0
45491,Technology,region_2,Bachelor's,m,sourcing,1,25,,1,0,0,96,1
16316,Technology,region_15,Bachelor's,f,sourcing,1,29,2,2,0,0,78,0
71725,Technology,region_22,Bachelor's,m,other,1,28,2,3,0,0,80,0
1411,Finance,region_32,Bachelor's,m,sourcing,1,34,4,9,0,0,61,0
38770,Procurement,region_2,Bachelor's,m,sourcing,1,26,,1,0,0,74,0
45826,Operations,region_12,Bachelor's,m,sourcing,1,27,,1,1,0,61,0
55574,Technology,region_2,Master's & above,f,sourcing,1,50,3,16,0,0,80,0
48893,Sales & Marketing,region_23,Bachelor's,m,other,1,37,4,8,1,0,48,0
21251,Analytics,region_11,Bachelor's,f,other,1,29,,1,1,0,82,0
42970,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,30,1,4,0,0,52,0
39378,Sales & Marketing,region_6,Bachelor's,m,other,1,24,3,2,0,0,48,0
52887,Sales & Marketing,region_7,Master's & above,f,sourcing,1,49,4,20,0,0,55,0
46106,Sales & Marketing,region_32,Bachelor's,m,other,1,27,5,4,0,0,49,0
36466,Operations,region_15,Bachelor's,m,other,1,28,2,5,0,0,55,0
3279,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,28,2,3,0,0,45,0
65881,Sales & Marketing,region_2,,m,sourcing,1,36,2,4,0,0,48,0
1458,Analytics,region_19,Bachelor's,m,other,1,41,1,14,0,0,82,0
40084,Sales & Marketing,region_6,Bachelor's,m,sourcing,5,29,3,6,0,0,46,0
54524,Sales & Marketing,region_22,Bachelor's,m,other,1,45,5,6,1,0,45,0
11133,Procurement,region_22,Master's & above,m,other,1,33,3,4,1,0,64,0
16614,Sales & Marketing,region_28,Master's & above,m,other,2,44,3,5,0,0,51,0
54044,Sales & Marketing,region_2,Master's & above,m,other,1,42,3,5,1,0,51,1
30911,Finance,region_31,Bachelor's,m,sourcing,1,39,5,3,1,0,60,0
65843,Finance,region_29,Master's & above,m,sourcing,2,35,1,7,0,0,66,0
13969,Analytics,region_22,Bachelor's,m,sourcing,2,28,2,7,1,0,85,1
12202,Procurement,region_13,Bachelor's,m,sourcing,1,37,4,3,0,0,72,0
381,Operations,region_2,Master's & above,m,other,1,55,4,18,0,1,54,0
59835,Operations,region_2,Bachelor's,f,referred,1,35,4,5,1,0,62,0
51089,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,40,4,5,1,0,49,0
72782,Operations,region_4,Bachelor's,m,sourcing,1,32,1,7,0,0,64,0
39160,Sales & Marketing,region_25,,m,other,1,32,3,10,0,0,48,0
29306,Sales & Marketing,region_1,Master's & above,m,sourcing,2,32,3,2,0,0,46,0
74817,Technology,region_2,Bachelor's,m,other,2,48,3,21,0,0,80,0
70693,Sales & Marketing,region_28,Master's & above,m,other,1,30,4,6,1,0,50,1
33370,Operations,region_22,Master's & above,f,sourcing,1,32,1,6,0,0,56,0
58771,Procurement,region_4,Bachelor's,m,other,1,42,4,13,0,0,68,0
57177,Operations,region_12,Bachelor's,f,other,2,33,3,9,0,0,63,0
29634,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,27,1,4,1,0,47,0
19554,Analytics,region_22,Bachelor's,m,sourcing,1,27,,1,0,0,87,1
13012,Technology,region_2,Master's & above,f,sourcing,1,53,3,15,0,0,92,1
69652,Sales & Marketing,region_2,Master's & above,m,other,1,45,5,11,1,0,46,0
8761,Sales & Marketing,region_2,Master's & above,f,sourcing,1,50,4,7,0,0,44,0
61983,Sales & Marketing,region_2,,m,sourcing,1,49,3,4,0,0,48,0
48735,Technology,region_22,Master's & above,f,other,4,36,2,7,0,0,80,0
12572,Finance,region_2,Master's & above,f,sourcing,1,33,3,7,1,0,61,1
24409,Analytics,region_27,Bachelor's,m,sourcing,1,30,3,5,0,0,85,0
28820,Sales & Marketing,region_2,Master's & above,m,other,1,43,4,4,1,0,51,0
77826,Operations,region_28,Bachelor's,m,sourcing,2,33,4,6,0,0,60,0
43459,Procurement,region_5,Bachelor's,f,sourcing,2,30,3,3,0,0,69,0
53427,Analytics,region_6,Bachelor's,m,other,1,33,3,7,1,0,85,0
18991,Operations,region_2,Master's & above,f,other,1,53,4,7,1,1,61,0
52404,Operations,region_2,Bachelor's,f,sourcing,1,26,3,2,0,0,59,0
68613,Technology,region_7,Bachelor's,f,other,1,34,2,7,0,0,77,0
2659,Finance,region_2,Below Secondary,m,sourcing,1,26,3,3,0,0,60,0
30994,Operations,region_2,Bachelor's,f,other,1,35,4,3,0,0,58,0
51855,Operations,region_16,Bachelor's,m,other,1,40,5,13,0,0,74,1
2957,HR,region_22,Master's & above,m,other,1,35,3,6,0,1,59,1
24007,Operations,region_32,Bachelor's,m,other,1,34,3,7,0,0,64,0
66483,Sales & Marketing,region_1,Bachelor's,m,other,1,39,5,8,1,0,52,1
29283,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,48,1,3,0,0,48,0
51598,Technology,region_9,Bachelor's,m,other,1,30,2,4,0,0,84,0
55255,HR,region_2,Bachelor's,m,referred,1,50,4,13,0,0,49,0
5907,Sales & Marketing,region_2,Bachelor's,m,other,3,30,3,2,0,0,49,0
15174,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,25,2,3,0,0,52,0
72573,Operations,region_32,Bachelor's,f,other,1,34,5,7,1,0,62,0
65254,Operations,region_7,Below Secondary,m,sourcing,2,25,,1,0,0,59,0
55303,Technology,region_11,Bachelor's,f,other,3,26,,1,1,0,82,0
64789,Sales & Marketing,region_13,Bachelor's,m,other,1,23,4,1,0,0,48,0
71013,Technology,region_7,Bachelor's,m,other,1,30,2,2,0,0,78,0
3220,Sales & Marketing,region_15,Bachelor's,m,other,2,34,4,4,1,0,46,0
1414,R&D,region_2,Bachelor's,m,sourcing,1,31,5,6,1,0,88,0
22798,Analytics,region_25,Master's & above,m,other,1,35,3,8,1,0,83,1
33952,Operations,region_7,Bachelor's,m,other,1,42,3,5,0,0,55,0
43164,Operations,region_26,Bachelor's,m,sourcing,1,34,5,8,0,0,56,0
69220,Procurement,region_22,Bachelor's,m,sourcing,1,32,2,3,0,0,69,0
48961,Technology,region_2,Bachelor's,m,other,1,48,5,14,0,0,77,0
28725,Procurement,region_11,Master's & above,m,other,1,39,5,10,1,0,67,0
20315,Operations,region_2,Bachelor's,f,other,1,47,2,22,0,0,61,0
59314,Operations,region_31,Bachelor's,m,sourcing,1,26,2,3,0,0,57,0
55445,Sales & Marketing,region_2,,m,sourcing,1,20,,1,0,0,47,0
50035,Sales & Marketing,region_22,Bachelor's,m,other,1,25,5,2,1,0,43,0
32258,Technology,region_5,Bachelor's,m,sourcing,1,46,4,18,0,0,82,0
62411,Operations,region_25,Master's & above,f,sourcing,1,35,5,9,1,0,56,0
18785,Sales & Marketing,region_27,Bachelor's,m,other,2,34,1,3,1,0,54,0
11079,Technology,region_15,Bachelor's,m,other,1,33,3,8,0,0,88,1
76390,Finance,region_2,Bachelor's,m,sourcing,2,33,3,8,0,0,55,0
22718,Technology,region_22,Master's & above,m,other,1,33,5,7,1,0,78,0
58055,Legal,region_22,Bachelor's,f,other,1,30,3,2,0,0,62,0
52528,Operations,region_8,Master's & above,m,sourcing,2,35,5,7,1,0,59,0
2264,Sales & Marketing,region_15,Bachelor's,m,other,1,24,,1,0,0,51,0
10300,Operations,region_7,Bachelor's,m,other,1,33,5,9,1,0,59,0
22856,Sales & Marketing,region_28,Master's & above,m,sourcing,2,39,3,5,1,1,50,0
56276,Sales & Marketing,region_22,Bachelor's,m,other,1,26,,1,1,0,51,0
48831,Operations,region_2,Master's & above,f,other,1,53,5,13,0,1,73,1
4754,Operations,region_32,Bachelor's,f,other,1,36,5,7,1,0,60,0
50951,Procurement,region_4,Master's & above,m,other,1,43,4,5,0,0,71,0
75170,Analytics,region_2,Bachelor's,m,other,1,44,2,3,1,0,81,0
21618,Sales & Marketing,region_26,Bachelor's,m,other,1,31,5,4,0,0,50,0
41027,Technology,region_24,Bachelor's,m,other,1,34,4,8,0,0,77,0
59095,Sales & Marketing,region_29,Bachelor's,m,other,1,26,1,2,1,0,50,0
27030,Sales & Marketing,region_2,,m,other,1,42,4,2,1,0,47,0
65665,Sales & Marketing,region_27,,m,sourcing,1,30,3,3,0,0,51,0
38455,Sales & Marketing,region_30,Bachelor's,m,other,1,27,5,4,1,0,50,0
73165,Finance,region_2,Bachelor's,m,sourcing,1,44,3,5,0,0,62,0
55975,Analytics,region_2,Master's & above,m,other,1,39,4,2,0,0,84,0
9014,Finance,region_6,Bachelor's,m,sourcing,1,28,3,2,1,0,59,0
11785,Operations,region_27,Bachelor's,f,sourcing,1,39,4,11,1,0,57,0
48999,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,30,1,6,0,0,48,0
72141,Sales & Marketing,region_15,Bachelor's,m,other,1,36,4,7,0,0,48,0
23014,Sales & Marketing,region_10,Master's & above,m,other,1,37,2,7,0,0,48,0
15661,R&D,region_2,Master's & above,m,sourcing,1,45,3,15,1,0,86,0
31200,Procurement,region_13,Master's & above,f,other,1,33,5,5,1,0,89,1
50270,Sales & Marketing,region_25,Bachelor's,m,other,3,31,3,4,0,0,50,0
5041,Analytics,region_22,Bachelor's,m,sourcing,1,32,5,7,0,0,82,0
3650,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,42,3,11,0,0,50,0
10666,Sales & Marketing,region_29,Bachelor's,f,other,1,29,3,3,0,0,52,0
11664,Sales & Marketing,region_32,Bachelor's,m,other,1,28,4,6,0,0,49,0
34848,Technology,region_2,Below Secondary,m,other,1,20,1,2,0,0,74,0
32034,Operations,region_2,Bachelor's,m,sourcing,1,26,2,3,1,0,58,0
26664,Analytics,region_22,Bachelor's,m,sourcing,1,25,3,2,1,0,82,0
42088,Sales & Marketing,region_26,,f,sourcing,1,24,,1,0,0,49,0
59862,Procurement,region_23,Bachelor's,f,other,1,30,3,5,0,0,67,0
40414,Analytics,region_13,Bachelor's,m,other,1,33,3,4,0,0,87,0
57087,Operations,region_2,Bachelor's,f,sourcing,1,34,4,7,0,0,64,0
19488,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,33,4,9,1,0,52,0
5633,Sales & Marketing,region_22,Bachelor's,m,other,5,30,3,7,0,0,46,0
47196,Analytics,region_2,Master's & above,m,sourcing,1,41,1,15,0,0,88,0
72613,Operations,region_7,Bachelor's,f,sourcing,1,30,3,2,0,0,61,0
50301,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,28,3,2,1,0,47,0
996,Procurement,region_22,Bachelor's,f,other,1,29,,1,0,0,71,0
8239,Technology,region_7,Bachelor's,f,sourcing,1,24,4,2,1,0,77,0
33087,Sales & Marketing,region_2,,m,other,1,23,,1,0,0,49,0
58072,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,24,,1,0,0,53,0
5248,Procurement,region_31,Bachelor's,m,other,1,28,,1,0,0,64,0
31842,Sales & Marketing,region_16,Bachelor's,m,sourcing,2,30,3,2,0,0,47,0
40198,Operations,region_7,Bachelor's,f,other,1,34,5,8,1,0,58,1
5956,Sales & Marketing,region_17,Bachelor's,m,other,1,43,3,9,0,1,59,1
16473,Analytics,region_6,Bachelor's,m,sourcing,1,27,5,2,1,0,87,0
16433,Analytics,region_22,Bachelor's,m,other,2,29,3,4,1,0,84,0
39337,Technology,region_2,Bachelor's,m,referred,1,33,5,2,1,0,79,0
17914,Operations,region_24,Bachelor's,f,other,1,30,5,4,0,0,74,1
66245,Finance,region_30,Bachelor's,m,sourcing,1,29,3,2,0,0,58,0
40222,Technology,region_7,Master's & above,m,sourcing,1,38,4,3,1,0,81,0
15815,HR,region_2,Master's & above,m,sourcing,1,55,5,3,0,0,50,0
65238,Technology,region_24,Bachelor's,m,other,2,28,3,2,0,0,83,0
56348,R&D,region_2,Bachelor's,m,sourcing,1,31,3,7,1,0,87,0
50427,HR,region_7,Master's & above,f,other,1,44,3,14,1,0,48,0
67221,Sales & Marketing,region_19,Bachelor's,f,sourcing,1,39,5,14,0,0,54,0
70670,Operations,region_2,,f,other,1,50,3,3,1,0,55,1
54359,Procurement,region_23,Bachelor's,m,other,2,33,3,3,0,0,70,0
24801,Sales & Marketing,region_7,Bachelor's,m,other,1,41,4,10,0,0,52,0
14127,Operations,region_31,Bachelor's,f,sourcing,1,34,5,4,1,0,58,0
52266,Operations,region_22,Bachelor's,f,sourcing,2,40,5,3,1,0,59,0
34641,Analytics,region_22,Bachelor's,m,sourcing,1,41,3,7,0,0,84,0
67890,Sales & Marketing,region_26,Bachelor's,m,other,1,26,5,2,0,0,50,0
28754,Technology,region_27,Bachelor's,m,other,2,30,4,6,0,0,80,0
56392,Procurement,region_5,Master's & above,f,other,1,33,3,6,0,0,67,0
64565,Sales & Marketing,region_2,Bachelor's,m,other,1,57,4,27,0,0,51,0
58865,Technology,region_22,Bachelor's,f,sourcing,2,30,3,5,0,0,77,0
463,Sales & Marketing,region_20,Master's & above,m,sourcing,1,32,5,3,1,0,50,0
62151,HR,region_2,Bachelor's,f,other,1,31,4,4,1,0,51,0
49822,Technology,region_27,Master's & above,m,other,1,47,4,5,1,0,79,0
63196,Sales & Marketing,region_31,Bachelor's,f,other,1,50,3,3,0,0,53,0
52144,Sales & Marketing,region_25,Bachelor's,m,other,3,30,1,3,0,0,51,0
33796,Sales & Marketing,region_23,,m,other,1,37,3,8,0,0,47,0
11396,Technology,region_24,Master's & above,m,other,3,33,2,5,0,0,77,0
23317,Operations,region_7,Master's & above,m,other,1,33,5,8,0,0,61,0
14105,Sales & Marketing,region_13,Bachelor's,m,sourcing,2,51,1,7,0,0,49,0
15027,Finance,region_2,Bachelor's,m,other,1,35,3,2,1,0,55,0
39234,Technology,region_23,Bachelor's,m,sourcing,2,28,5,4,0,0,78,0
3536,Operations,region_15,Bachelor's,f,sourcing,1,27,5,3,0,0,96,1
44799,Technology,region_2,Bachelor's,m,referred,1,27,4,1,0,0,73,0
67914,Procurement,region_13,Bachelor's,f,other,1,30,1,4,0,0,70,0
49090,Procurement,region_22,Master's & above,f,other,2,29,3,4,0,0,70,0
40948,R&D,region_22,Bachelor's,m,sourcing,2,33,5,5,1,0,82,0
30991,Sales & Marketing,region_1,Master's & above,m,other,1,31,5,4,0,0,94,1
53640,Technology,region_14,Bachelor's,f,other,1,33,1,6,0,0,77,0
13657,Sales & Marketing,region_22,Master's & above,m,sourcing,1,40,1,5,0,0,47,0
75095,Sales & Marketing,region_15,Master's & above,m,other,3,36,1,9,0,0,52,0
15151,Sales & Marketing,region_5,Bachelor's,f,other,1,32,2,3,0,0,51,0
12584,Sales & Marketing,region_13,Master's & above,m,sourcing,1,51,4,10,0,0,52,0
74923,Technology,region_26,Bachelor's,m,sourcing,1,39,5,10,1,0,81,0
46554,Operations,region_2,Bachelor's,f,sourcing,1,46,3,15,0,0,60,0
52724,Finance,region_11,Bachelor's,m,sourcing,1,29,4,6,1,0,59,0
18562,Procurement,region_2,Bachelor's,m,sourcing,3,55,3,6,0,0,71,0
71900,Sales & Marketing,region_26,Master's & above,m,other,1,37,3,10,0,0,53,0
49989,Operations,region_15,Bachelor's,m,referred,1,38,5,5,1,0,54,0
57585,Operations,region_15,Bachelor's,m,sourcing,1,38,2,11,0,0,57,0
11698,Procurement,region_13,Bachelor's,f,sourcing,1,28,3,5,1,0,72,0
61661,Sales & Marketing,region_15,Master's & above,m,other,1,31,1,5,0,0,52,0
36587,Technology,region_16,Bachelor's,m,sourcing,1,50,1,6,0,0,78,0
65699,Technology,region_31,Bachelor's,m,other,2,35,1,9,0,0,78,0
50684,Operations,region_15,Bachelor's,f,other,1,30,5,5,1,0,57,0
61770,Operations,region_4,Bachelor's,m,other,1,35,3,5,1,0,59,0
4075,Analytics,region_24,Bachelor's,m,sourcing,1,26,1,3,1,0,86,0
45490,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,31,3,7,0,0,51,0
63522,Analytics,region_19,Bachelor's,m,sourcing,1,35,3,2,1,0,83,0
77888,Technology,region_31,Bachelor's,m,sourcing,1,34,3,6,0,0,81,0
3348,Sales & Marketing,region_26,Bachelor's,m,other,1,37,2,7,0,0,45,0
48178,Analytics,region_4,Bachelor's,m,other,1,30,4,3,0,0,86,0
72270,Technology,region_27,Master's & above,m,other,1,41,2,3,0,0,77,0
40429,HR,region_2,Bachelor's,m,sourcing,1,34,3,4,1,0,56,0
28201,Procurement,region_2,Below Secondary,f,sourcing,1,20,,1,1,0,65,0
51823,Procurement,region_22,Master's & above,f,other,2,31,1,5,1,0,74,0
40324,Operations,region_5,Bachelor's,m,sourcing,1,28,5,3,1,0,55,0
67096,Operations,region_7,Bachelor's,m,sourcing,1,33,3,8,1,0,55,0
60611,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,41,1,13,0,0,49,0
66221,Operations,region_7,Bachelor's,f,sourcing,2,33,1,5,0,0,62,0
43382,Operations,region_14,Bachelor's,m,other,1,26,5,3,1,0,63,0
77970,Operations,region_22,Master's & above,m,other,1,40,1,2,1,0,56,0
22230,Analytics,region_22,Bachelor's,m,sourcing,2,29,5,2,0,0,90,0
37805,Sales & Marketing,region_25,Bachelor's,m,other,1,33,1,10,0,0,45,0
23276,Analytics,region_13,Bachelor's,m,sourcing,2,30,5,3,0,0,87,0
51744,HR,region_2,Bachelor's,m,sourcing,1,43,1,3,1,0,47,0
16511,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,40,3,5,1,0,45,0
33342,Finance,region_4,Bachelor's,f,sourcing,1,34,5,10,1,0,59,0
40570,Analytics,region_20,Bachelor's,m,other,1,29,,1,0,0,88,0
39958,Operations,region_11,Master's & above,f,sourcing,1,32,4,5,0,0,60,0
